order_id,customer_id,age,product_id,country,signup_date,last_purchase_date,cancellations_count,subscription_status,order_date,unit_price,quantity,purchase_frequency,preferred_category,product_name,category,gender,Days_Since_Last_Purchase,Total_Spend,Customer_Status
ORD5077,CUST1077,35,PROD277,UK,7/17/2021,12/8/2024,2,cancelled,10/28/2024,1519.11,1,47,Sports,Tablet,Electronics,Female,-89,1519.11,Active
ORD5078,CUST1078,55,PROD278,UK,4/11/2021,12/29/2023,2,cancelled,8/6/2024,160.26,8,44,Beauty,"Face Wash",Beauty,Female,256,1282.08,Churned
ORD5079,CUST1079,54,PROD279,Germany,10/5/2020,5/21/2025,5,active,4/6/2024,154,7,21,Sports,Foundation,Beauty,Male,-253,1078,Active
ORD5080,CUST1080,53,PROD280,Germany,11/2/2021,10/10/2023,0,active,10/2/2024,119.16,7,4,Electronics,Perfume,Beauty,Male,336,834.12,Churned
ORD5081,CUST1081,20,PROD281,USA,7/1/2023,12/18/2023,5,active,2/16/2025,68.21,5,8,Home,Refrigerator,Home,Male,267,341.04999999999995,Churned
ORD5082,CUST1082,18,PROD282,UK,9/23/2021,2/20/2022,0,active,6/7/2025,112.63,7,20,Electronics,Headphones,Electronics,Male,933,788.41,Churned
ORD5083,CUST1083,44,PROD283,UK,10/3/2021,11/8/2023,0,active,4/23/2022,269.36,6,16,Beauty,Basketball,Sports,Female,307,1616.16,Churned
ORD5084,CUST1084,20,PROD284,Pakistan,12/2/2021,4/26/2025,0,active,12/14/2023,1032.49,1,1,Sports,Dress,Clothing,Male,-228,1032.49,Active
ORD5085,CUST1085,51,PROD285,Germany,4/4/2021,11/27/2023,0,active,9/1/2022,253.07,2,7,Sports,Tablet,Electronics,Female,288,506.14,Churned
ORD5086,CUST1086,55,PROD286,Germany,1/15/2021,6/21/2024,1,active,8/25/2021,189.41,8,3,Home,Laptop,Electronics,Female,81,1515.28,"At Risk"
ORD5087,CUST1087,52,PROD287,Pakistan,4/5/2022,6/20/2023,1,cancelled,3/27/2024,1495.51,1,45,Home,Refrigerator,Home,Female,448,1495.51,Churned
ORD5088,CUST1088,31,PROD288,Germany,10/16/2021,11/8/2022,4,cancelled,12/7/2024,384.7,2,38,Home,"Gaming Console",Electronics,Female,672,769.4,Churned
ORD5089,CUST1089,46,PROD289,India,8/28/2021,9/7/2023,5,active,1/16/2024,256.4,6,29,Home,Sofa,Home,Male,369,1538.3999999999999,Churned
ORD5090,CUST1090,61,PROD290,Pakistan,7/7/2023,8/8/2023,0,active,7/14/2025,289.7,4,14,Clothing,Chair,Home,Female,399,1158.8,Churned
ORD5091,CUST1091,30,PROD291,Canada,2/27/2021,6/26/2023,2,active,2/25/2024,27,5,8,Electronics,"Dining Table",Home,Female,442,135,Churned
ORD5092,CUST1092,56,PROD292,Canada,9/13/2021,5/22/2022,2,active,11/29/2024,279.83,3,28,Clothing,Moisturizer,Beauty,Female,842,839.49,Churned
ORD5093,CUST1093,24,PROD293,Canada,5/29/2023,6/28/2024,0,paused,10/22/2024,290.29,5,30,Sports,Headphones,Electronics,Male,74,1451.45,"At Risk"
ORD5094,CUST1094,68,PROD294,Pakistan,7/14/2022,12/25/2024,2,active,7/5/2024,259.26,6,38,Home,"Yoga Mat",Sports,Female,-106,1555.56,Active
ORD5095,CUST1095,52,PROD295,Canada,10/20/2022,11/11/2024,5,cancelled,7/9/2025,159.25,5,40,Sports,"Gaming Console",Electronics,Male,-62,796.25,Active
ORD5096,CUST1096,43,PROD296,USA,2/15/2021,10/19/2021,0,active,1/25/2025,62.41,3,30,Sports,"Tennis Racket",Sports,Female,1057,187.23,Churned
ORD5097,CUST1097,35,PROD297,Pakistan,3/31/2021,11/21/2022,4,active,5/22/2022,107.73,5,26,Home,Smartwatch,Electronics,Male,659,538.65,Churned
ORD5098,CUST1098,66,PROD298,Germany,9/15/2021,8/7/2022,5,paused,5/28/2022,556.57,2,40,Sports,T-Shirt,Clothing,Male,765,1113.14,Churned
ORD5099,CUST1099,32,PROD299,UK,9/18/2021,4/15/2022,2,active,1/19/2022,990.57,1,5,Sports,Headphones,Electronics,Female,879,990.57,Churned
ORD5100,CUST1100,57,PROD300,UK,11/28/2020,1/20/2024,2,cancelled,3/10/2022,140.71,6,26,Home,"Nail Polish",Beauty,Female,234,844.26,Churned
ORD5101,CUST1101,49,PROD301,USA,4/15/2022,9/20/2024,2,active,3/9/2025,38.59,9,48,Sports,"Yoga Mat",Sports,Male,-10,347.31000000000006,Active
ORD5102,CUST1102,62,PROD302,USA,8/14/2023,7/8/2024,1,active,5/18/2025,196.79,8,35,Clothing,Moisturizer,Beauty,Female,64,1574.32,"At Risk"
ORD5103,CUST1103,36,PROD303,Germany,6/18/2023,4/6/2025,4,active,1/27/2024,84.34,5,41,Sports,Basketball,Sports,Female,-208,421.70000000000005,Active
ORD5104,CUST1104,51,PROD304,USA,7/27/2022,10/17/2023,2,paused,1/4/2025,760.96,1,13,Electronics,Foundation,Beauty,Male,329,760.96,Churned
ORD5105,CUST1105,54,PROD305,India,10/1/2022,11/10/2024,4,active,3/12/2024,716.3,2,24,Home,Smartphone,Electronics,Female,-61,1432.6,Active
ORD5106,CUST1106,27,PROD306,UK,9/15/2022,2/21/2025,0,cancelled,6/28/2025,396.36,5,34,Sports,Chair,Home,Female,-164,1981.8000000000002,Active
ORD5107,CUST1107,42,PROD307,Germany,10/16/2020,3/8/2022,0,active,7/4/2021,805.84,2,39,Home,"Cycling Helmet",Sports,Female,917,1611.68,Churned
ORD5108,CUST1108,51,PROD308,India,7/4/2022,11/11/2024,3,cancelled,7/23/2024,107.67,4,26,Clothing,"Vacuum Cleaner",Home,Other,-62,430.68,Active
ORD5109,CUST1109,39,PROD309,India,11/6/2022,4/5/2024,1,cancelled,9/14/2024,233.34,6,44,Clothing,Perfume,Beauty,Male,158,1400.04,Churned
ORD5110,CUST1110,23,PROD310,Canada,10/29/2022,8/21/2023,1,active,4/5/2024,353.8,3,11,Electronics,Perfume,Beauty,Female,386,1061.4,Churned
ORD5111,CUST1111,59,PROD311,India,1/27/2023,12/26/2023,0,paused,1/11/2025,221.28,8,41,Clothing,Jeans,Clothing,Female,259,1770.24,Churned
ORD5112,CUST1112,29,PROD312,Canada,2/13/2021,10/5/2023,4,paused,11/27/2024,247.78,8,28,Electronics,Lipstick,Beauty,Female,341,1982.24,Churned
ORD5113,CUST1113,50,PROD313,India,8/11/2023,3/7/2025,0,cancelled,10/26/2023,1810.76,1,13,Clothing,"Yoga Mat",Sports,Male,-178,1810.76,Active
ORD5114,CUST1114,31,PROD314,Pakistan,12/16/2021,5/27/2023,3,active,11/1/2023,164.62,6,15,Sports,Sofa,Home,Female,472,987.72,Churned
ORD5115,CUST1115,65,PROD315,Canada,7/26/2022,10/1/2022,3,active,6/15/2023,57.48,5,42,Beauty,Tablet,Electronics,Female,710,287.4,Churned
ORD5116,CUST1116,28,PROD316,Canada,11/29/2022,9/28/2024,0,active,5/16/2024,431.26,3,3,Electronics,"Vacuum Cleaner",Home,Female,-18,1293.78,Active
ORD5117,CUST1117,31,PROD317,Germany,12/30/2020,6/9/2021,0,cancelled,3/2/2023,205.69,8,7,Clothing,Dress,Clothing,Male,1189,1645.52,Churned
ORD5118,CUST1118,45,PROD318,Canada,3/1/2022,9/17/2024,1,active,8/22/2022,338.72,1,22,Home,Hoodie,Clothing,Male,-7,338.72,Active
ORD5119,CUST1119,19,PROD319,USA,9/12/2021,6/28/2024,1,active,10/24/2022,174.49,9,25,Clothing,Lipstick,Beauty,Female,74,1570.41,"At Risk"
ORD5120,CUST1120,64,PROD320,Pakistan,11/16/2020,8/6/2022,5,cancelled,7/6/2024,102.01,6,1,Electronics,Tablet,Electronics,Male,766,612.0600000000001,Churned
ORD5121,CUST1121,23,PROD321,UK,10/30/2022,4/27/2024,5,active,2/18/2023,389.99,5,3,Home,Shirt,Clothing,Male,136,1949.95,Churned
ORD5122,CUST1122,22,PROD322,UK,12/3/2022,12/19/2024,2,cancelled,12/7/2022,21.57,6,49,Sports,"Face Wash",Beauty,Male,-100,129.42000000000002,Active
ORD5123,CUST1123,68,PROD323,USA,4/25/2023,9/24/2024,1,cancelled,3/26/2025,649.18,2,38,Electronics,"Gaming Console",Electronics,Male,-14,1298.36,Active
ORD5124,CUST1124,61,PROD324,Canada,2/19/2023,4/23/2025,3,cancelled,7/29/2025,964.88,2,5,Clothing,"Running Shoes",Sports,Female,-225,1929.76,Active
ORD5125,CUST1125,52,PROD325,UK,5/20/2023,2/8/2024,0,active,5/11/2025,201.06,8,28,Home,Lamp,Home,Male,215,1608.48,Churned
ORD5126,CUST1126,35,PROD326,UK,6/9/2021,10/18/2024,1,active,5/31/2022,178.81,1,41,Electronics,Smartwatch,Electronics,Female,-38,178.81,Active
ORD5127,CUST1127,45,PROD327,Germany,7/25/2022,2/27/2023,2,cancelled,11/14/2023,167.69,5,49,Electronics,Headphones,Electronics,Female,561,838.45,Churned
ORD5128,CUST1128,49,PROD328,Germany,9/28/2022,10/12/2022,2,active,3/3/2024,19.56,6,43,Beauty,"Bluetooth Speaker",Electronics,Female,699,117.35999999999999,Churned
ORD5129,CUST1129,31,PROD329,UK,4/24/2021,1/10/2024,0,active,8/4/2023,170.27,3,34,Electronics,Shampoo,Beauty,Male,244,510.81000000000006,Churned
ORD5130,CUST1130,33,PROD330,Germany,10/20/2022,8/7/2024,3,cancelled,10/31/2022,968.05,2,3,Clothing,Smartwatch,Electronics,Male,34,1936.1,Active
ORD5131,CUST1131,21,PROD331,UK,11/8/2021,1/25/2025,0,cancelled,4/14/2025,184.34,6,13,Home,Tablet,Electronics,Female,-137,1106.04,Active
ORD5132,CUST1132,59,PROD332,USA,7/13/2022,6/12/2023,3,active,8/8/2025,332.14,4,3,Electronics,Skirt,Clothing,Female,456,1328.56,Churned
ORD5133,CUST1133,46,PROD333,Germany,6/29/2021,11/4/2022,2,active,6/2/2025,42.65,5,34,Home,"Tennis Racket",Sports,Female,676,213.25,Churned
ORD5134,CUST1134,35,PROD334,UK,9/5/2021,11/18/2024,1,active,11/28/2022,21.3,9,43,Beauty,"Cycling Helmet",Sports,Male,-69,191.70000000000002,Active
ORD5135,CUST1135,51,PROD335,USA,5/20/2023,5/17/2024,5,cancelled,6/25/2024,111.78,7,28,Clothing,Microwave,Home,Male,116,782.46,Churned
ORD5136,CUST1136,51,PROD336,India,1/10/2022,7/8/2022,1,active,4/6/2023,103.26,7,25,Beauty,"Face Wash",Beauty,Female,795,722.82,Churned
ORD5137,CUST1137,39,PROD337,USA,5/2/2021,7/11/2024,3,active,6/30/2025,5.48,9,11,Electronics,Headphones,Electronics,Female,61,49.32000000000001,"At Risk"
ORD5138,CUST1138,36,PROD338,Germany,4/7/2023,5/9/2023,3,active,7/11/2025,151.96,5,16,Sports,"Cycling Helmet",Sports,Female,490,759.8000000000001,Churned
ORD5139,CUST1139,49,PROD339,Pakistan,6/7/2023,7/19/2023,3,active,3/23/2025,152.78,9,12,Electronics,Sneakers,Clothing,Female,419,1375.02,Churned
ORD5140,CUST1140,55,PROD340,UK,2/14/2022,2/25/2024,2,active,12/5/2024,179.86,7,3,Clothing,"Cycling Helmet",Sports,Male,198,1259.02,Churned
ORD5141,CUST1141,19,PROD341,Germany,3/24/2023,11/3/2024,4,cancelled,12/30/2023,218.72,8,9,Clothing,Sneakers,Clothing,Female,-54,1749.76,Active
ORD5142,CUST1142,47,PROD342,UK,6/2/2023,3/28/2025,0,cancelled,8/24/2023,177.72,4,46,Clothing,T-Shirt,Clothing,Female,-199,710.88,Active
ORD5143,CUST1143,53,PROD343,India,10/20/2021,4/26/2025,5,active,9/16/2024,224.37,4,30,Electronics,Conditioner,Beauty,Female,-228,897.48,Active
ORD5144,CUST1144,46,PROD344,India,11/10/2021,6/26/2024,3,active,8/19/2025,283.6,7,18,Electronics,Dress,Clothing,Female,76,1985.2000000000003,"At Risk"
ORD5145,CUST1145,48,PROD345,Germany,8/7/2021,9/5/2024,2,cancelled,7/6/2023,167,9,23,Clothing,Skirt,Clothing,Male,5,1503,Active
ORD5146,CUST1146,47,PROD346,USA,3/17/2021,10/30/2023,1,active,1/25/2023,121.06,6,24,Beauty,Jeans,Clothing,Female,316,726.36,Churned
ORD5147,CUST1147,26,PROD347,Germany,8/24/2022,2/28/2025,5,active,7/19/2025,433.59,3,28,Beauty,Headphones,Electronics,Other,-171,1300.77,Active
ORD5148,CUST1148,20,PROD348,India,12/5/2021,7/25/2024,1,active,2/16/2025,230.28,5,17,Beauty,Lamp,Home,Male,47,1151.4,Active
ORD5149,CUST1149,51,PROD349,Germany,9/23/2021,2/5/2024,2,cancelled,1/24/2024,8.24,6,37,Clothing,"Nail Polish",Beauty,Male,218,49.44,Churned
ORD5150,CUST1150,20,PROD350,Germany,9/22/2021,10/7/2022,3,cancelled,5/5/2024,634.46,3,40,Clothing,Shirt,Clothing,Male,704,1903.38,Churned
ORD5151,CUST1151,49,PROD351,USA,12/26/2020,5/1/2022,3,active,5/16/2021,156.77,8,40,Sports,"Nail Polish",Beauty,Female,863,1254.16,Churned
ORD5152,CUST1152,27,PROD352,Pakistan,11/9/2021,1/18/2023,5,active,1/25/2024,172.17,7,41,Home,Microwave,Home,Female,601,1205.1899999999998,Churned
ORD5153,CUST1153,52,PROD353,India,7/27/2022,7/8/2024,2,active,9/15/2022,1308.29,1,18,Clothing,Jacket,Clothing,Female,64,1308.29,"At Risk"
ORD5154,CUST1154,24,PROD354,UK,10/13/2020,12/20/2024,1,cancelled,3/17/2021,773,2,42,Home,"Face Wash",Beauty,Other,-101,1546,Active
ORD5155,CUST1155,54,PROD355,UK,8/28/2022,1/30/2025,1,cancelled,7/28/2023,37.35,1,7,Home,Sneakers,Clothing,Female,-142,37.35,Active
ORD5156,CUST1156,42,PROD356,Pakistan,10/6/2021,8/12/2024,0,active,9/18/2022,210.51,2,1,Home,Jacket,Clothing,Male,29,421.02,Active
ORD5157,CUST1157,55,PROD357,Canada,7/17/2022,2/7/2024,4,cancelled,7/29/2022,184.94,7,45,Home,Hoodie,Clothing,Male,216,1294.58,Churned
ORD5158,CUST1158,35,PROD358,Pakistan,11/22/2020,10/14/2021,4,active,4/9/2021,34.88,5,24,Beauty,Lamp,Home,Female,1062,174.4,Churned
